"DOI","title","code","dataset","year","dls"
"10.23637/REX4-YLD4075-01",Exhaustion Land Experiment annual crop yields 1940-1975 ,R/EX/4,YLD4075,2026,1
"10.23637/REX4-YLD5601-01",Exhaustion Land Experiment annual crop yields 1856-1901 ,R/EX/4,YLD5601,2023,1
"10.23637/REX4-YLD5601-01",Exhaustion Land Experiment annual crop yields 1856-1901 ,R/EX/4,YLD5601,2024,3
"10.23637/REX4-YLD5601-01",Exhaustion Land Experiment annual crop yields 1856-1901 ,R/EX/4,YLD5601,2025,2
"10.23637/REX4-YLD5601-01",Exhaustion Land Experiment annual crop yields 1856-1901 ,R/EX/4,YLD5601,2026,1
"10.23637/rex4-YLD7685-01",Exhaustion Land Experiment annual crop yields 1976-1985 ,R/EX/4,YLD7685,2025,3
"10.23637/rex4-YLD7685-01",Exhaustion Land Experiment annual crop yields 1976-1985 ,R/EX/4,YLD7685,2026,1
"10.23637/rhb2-FYM-01",Hoosfield Barley Experiment organic manure chemical composition 1852-2019 ,R/HB/2,HFFYM,2025,8
"10.23637/rhb2-FYM-01",Hoosfield Barley Experiment organic manure chemical composition 1852-2019 ,R/HB/2,HFFYM,2026,7
"10.23637/RMMRAIN5318",Total Monthly Rainfall at Rothamsted March 1853 - July 2018 ,RMS,RMMRAINS5318,2021,5
"10.23637/RMMRAIN5318",Total Monthly Rainfall at Rothamsted March 1853 - July 2018 ,RMS,RMMRAINS5318,2022,6
"10.23637/RMMRAIN5318",Total Monthly Rainfall at Rothamsted March 1853 - July 2018 ,RMS,RMMRAINS5318,2023,22
"10.23637/RMMRAIN5318",Total Monthly Rainfall at Rothamsted March 1853 - July 2018 ,RMS,RMMRAINS5318,2024,8
"10.23637/RMMRAIN5318",Total Monthly Rainfall at Rothamsted March 1853 - July 2018 ,RMS,RMMRAINS5318,2025,13
"10.23637/RMMRAIN5318",Total Monthly Rainfall at Rothamsted March 1853 - July 2018 ,RMS,RMMRAINS5318,2026,3
"10.23637/rms-RMAAtemp-02",Annual Mean Air Temperature at Rothamsted 1878-2019,RMS,RMAAtemp,2021,3
"10.23637/rms-RMAAtemp-02",Annual Mean Air Temperature at Rothamsted 1878-2019,RMS,RMAAtemp,2022,5
"10.23637/rms-RMAAtemp-02",Annual Mean Air Temperature at Rothamsted 1878-2019,RMS,RMAAtemp,2023,8
"10.23637/rms-RMAAtemp-02",Annual Mean Air Temperature at Rothamsted 1878-2019,RMS,RMAAtemp,2024,2
"10.23637/rms-RMAAtemp-02",Annual Mean Air Temperature at Rothamsted 1878-2019,RMS,RMAAtemp,2025,1
"10.23637/rms-RMAAtemp-03",Annual Mean Air Temperature at Rothamsted 1878-2023 ,RMS,RMAAtemp,2023,13
"10.23637/rms-RMAAtemp-03",Annual Mean Air Temperature at Rothamsted 1878-2023 ,RMS,RMAAtemp,2024,10
"10.23637/rms-RMAAtemp-03",Annual Mean Air Temperature at Rothamsted 1878-2023 ,RMS,RMAAtemp,2025,33
"10.23637/rms-RMAAtemp-03",Annual Mean Air Temperature at Rothamsted 1878-2023 ,RMS,RMAAtemp,2026,13
"10.23637/rms-RMAAtempanomaly-1",Annual Mean Air Temperature Anomaly at Rothamsted 1878-2019 ,RMS,RMAAtempanom,2021,13
"10.23637/rms-RMAAtempanomaly-1",Annual Mean Air Temperature Anomaly at Rothamsted 1878-2019 ,RMS,RMAAtempanom,2022,1
"10.23637/rms-RMAAtempanomaly-1",Annual Mean Air Temperature Anomaly at Rothamsted 1878-2019 ,RMS,RMAAtempanom,2023,4
"10.23637/rms-RMAAtempanomaly-1",Annual Mean Air Temperature Anomaly at Rothamsted 1878-2019 ,RMS,RMAAtempanom,2024,4
"10.23637/rms-RMAAtempanomaly-1",Annual Mean Air Temperature Anomaly at Rothamsted 1878-2019 ,RMS,RMAAtempanom,2025,3
"10.23637/rms-RMAAtempanomaly-1",Annual Mean Air Temperature Anomaly at Rothamsted 1878-2019 ,RMS,RMAAtempanom,2026,5
"10.23637/rms-RothSeasonTotRainMeanTemp1968-2022",Mean Seasonal Air Temperature and Total Seasonal Rain at Rothamsted 1968-2022 ,RMS,rmsSeasonRainTemp,2023,3
"10.23637/rms-RothSeasonTotRainMeanTemp1968-2022",Mean Seasonal Air Temperature and Total Seasonal Rain at Rothamsted 1968-2022 ,RMS,rmsSeasonRainTemp,2024,18
"10.23637/rms-RothSeasonTotRainMeanTemp1968-2022",Mean Seasonal Air Temperature and Total Seasonal Rain at Rothamsted 1968-2022 ,RMS,rmsSeasonRainTemp,2025,29
"10.23637/rms-RothSeasonTotRainMeanTemp1968-2022",Mean Seasonal Air Temperature and Total Seasonal Rain at Rothamsted 1968-2022 ,RMS,rmsSeasonRainTemp,2026,13
"10.23637/rmsAccTemp65-24-01",Accumulated Temperature at Rothamsted 1965-2024 ,RMS,rmsAccTemp6524,2026,3
"10.23637/rmsMAAirTemp1878-2024-01","Monthly and Annual Air Temperature (Max, Mean, Min) at Rothamsted 1878-2024 ",RMS,rmsMAtemp18782024,2025,3
"10.23637/rmsMAAirTemp1878-2024-01","Monthly and Annual Air Temperature (Max, Mean, Min) at Rothamsted 1878-2024 ",RMS,rmsMAtemp18782024,2026,36
"10.23637/rmsMMAirTemp1878-2023-01",Monthly Mean Average Air Temperature at Rothamsted 1878-2023 ,RMS,rmsMMTemp7823,2024,3
"10.23637/rmsMMAirTemp1878-2023-01",Monthly Mean Average Air Temperature at Rothamsted 1878-2023 ,RMS,rmsMMTemp7823,2025,21
"10.23637/rmsMMAirTemp1878-2023-01",Monthly Mean Average Air Temperature at Rothamsted 1878-2023 ,RMS,rmsMMTemp7823,2026,5
"10.23637/rmsMMRain10850917",Mean monthly rainfall at Rothamsted October 1985-September 2017,RMS,rmsMMR10850917,2021,3
"10.23637/rmsMMRain10850917",Mean monthly rainfall at Rothamsted October 1985-September 2017,RMS,rmsMMR10850917,2022,4
"10.23637/rmsMMRain10850917",Mean monthly rainfall at Rothamsted October 1985-September 2017,RMS,rmsMMR10850917,2023,9
"10.23637/rmsMMRain10850917",Mean monthly rainfall at Rothamsted October 1985-September 2017,RMS,rmsMMR10850917,2024,5
"10.23637/rmsMMRain10850917",Mean monthly rainfall at Rothamsted October 1985-September 2017,RMS,rmsMMR10850917,2025,5
"10.23637/rmsMMRain10850917",Mean monthly rainfall at Rothamsted October 1985-September 2017,RMS,rmsMMR10850917,2026,3
"10.23637/rmsmmtemp10850917",Mean monthly temperature at Rothamsted October 1985-September 2017,RMS,rmsMMT10850917,2021,9
"10.23637/rmsmmtemp10850917",Mean monthly temperature at Rothamsted October 1985-September 2017,RMS,rmsMMT10850917,2022,7
"10.23637/rmsmmtemp10850917",Mean monthly temperature at Rothamsted October 1985-September 2017,RMS,rmsMMT10850917,2023,8
"10.23637/rmsmmtemp10850917",Mean monthly temperature at Rothamsted October 1985-September 2017,RMS,rmsMMT10850917,2024,8
"10.23637/rmsmmtemp10850917",Mean monthly temperature at Rothamsted October 1985-September 2017,RMS,rmsMMT10850917,2025,2
"10.23637/rmsmmtemp10850917",Mean monthly temperature at Rothamsted October 1985-September 2017,RMS,rmsMMT10850917,2026,2
"10.23637/rmsTARain1853-2023-01",Total Annual Rainfall at Rothamsted 1853-2023 ,RMS,rmsTARain5323,2024,9
"10.23637/rmsTARain1853-2023-01",Total Annual Rainfall at Rothamsted 1853-2023 ,RMS,rmsTARain5323,2025,13
"10.23637/rmsTARain1853-2023-01",Total Annual Rainfall at Rothamsted 1853-2023 ,RMS,rmsTARain5323,2026,7
"10.23637/rmsTMArain1853-2024-01",Total Monthly and Annual Rain at Rothamsted 1853-2024 ,RMS,rmsTMArain5324,2025,9
"10.23637/rmsTMArain1853-2024-01",Total Monthly and Annual Rain at Rothamsted 1853-2024 ,RMS,rmsTMArain5324,2026,16
"10.23637/rmsTMASunHours1891-2024-01",Total Monthly and Annual Sunshine Hours at Rothamsted 1891-2024 ,RMS,rmsTMAsun18912024,2025,4
"10.23637/rmsTMASunHours1891-2024-01",Total Monthly and Annual Sunshine Hours at Rothamsted 1891-2024 ,RMS,rmsTMAsun18912024,2026,6
"10.23637/rmsTMASunHours1893-2023-01",Total Monthly and Annual Sunshine Hours at Rothamsted 1893-2023 ,RMS,rmsMTsun9323,2024,9
"10.23637/rmsTMASunHours1893-2023-01",Total Monthly and Annual Sunshine Hours at Rothamsted 1893-2023 ,RMS,rmsMTsun9323,2025,28
"10.23637/rmsTMASunHours1893-2023-01",Total Monthly and Annual Sunshine Hours at Rothamsted 1893-2023 ,RMS,rmsMTsun9323,2026,6
"10.23637/rmsTMRain18532023-01",Total Monthly Rainfall at Rothamsted March 1853 - December 2023 ,RMS,rmsTMRain5323,2024,15
"10.23637/rmsTMRain18532023-01",Total Monthly Rainfall at Rothamsted March 1853 - December 2023 ,RMS,rmsTMRain5323,2025,16
"10.23637/rmsTMRain18532023-01",Total Monthly Rainfall at Rothamsted March 1853 - December 2023 ,RMS,rmsTMRain5323,2026,2
"10.23637/rpg5-FYM-01",Park Grass Experiment organic manure chemical composition 1856-2017 ,R/PG/5,PGFYM,2024,1
"10.23637/rpg5-FYM-01",Park Grass Experiment organic manure chemical composition 1856-2017 ,R/PG/5,PGFYM,2025,6
"10.23637/rpg5-FYM-01",Park Grass Experiment organic manure chemical composition 1856-2017 ,R/PG/5,PGFYM,2026,6
"10.23637/rpg5-OAyieldsperiod2-2","Park Grass Hay Yields, Fertilizer and Lime Treatments 1903-1964 ",R/PG/5,OAyieldsperiod2,2025,7
"10.23637/rpg5-OAyieldsperiod2-2","Park Grass Hay Yields, Fertilizer and Lime Treatments 1903-1964 ",R/PG/5,OAyieldsperiod2,2026,10
"10.23637/rpg5-PGfactors-01",Park Grass factors for yield and nutrient conversions pre- and post- 1960 ,R/PG/5,PGfactors,2026,4
"10.23637/rpg5-PGherbnutris-1",Park Grass herbage nutrients 2000-2024 ,R/PG/5,PGherbnutris2000,2026,3
"10.23637/rpg5-PGsoilCN-01",Park Grass Soil Organic Carbon and Total Nitrogen 1856-2023 ,R/PG/5,PGSOC,2026,20
"10.23637/rpg5-PGsoilPex-01",Park Grass Soil Phosphorus and Exchangeable Cations 1856-2023 ,R/PG/5,PGsoilPex,2026,13
"10.23637/rpg5-PGsoilpH-1876-2023-01",Park Grass Soil pH 1876-2023 ,R/PG/5,PGsoilpH,2026,18
"10.23637/rpg5-PGtimeline-1856-2025-01",Park Grass Plot & Treatments Timeline 1856-2025 ,R/PG/5,PGplottime,2025,6
"10.23637/rpg5-PGtimeline-1856-2025-01",Park Grass Plot & Treatments Timeline 1856-2025 ,R/PG/5,PGplottime,2026,12
"10.23637/rpg5-PGYields1856-1902-1",Park Grass Fertilizer Treatments and Hay Yields 1856-1902 ,R/PG/5,OAyieldsperiod1,2025,9
"10.23637/rpg5-PGYields1856-1902-1",Park Grass Fertilizer Treatments and Hay Yields 1856-1902 ,R/PG/5,OAyieldsperiod1,2026,10
"10.23637/rpg5-PGYields19652024-1",Park Grass Yields and Fertilizer Treatments 1965-2024 ,R/PG/5,PGYields19652024,2025,12
"10.23637/rpg5-PGYields19652024-1",Park Grass Yields and Fertilizer Treatments 1965-2024 ,R/PG/5,PGYields19652024,2026,9
"10.23637/rpg5-PGYields19652024-2",Park Grass Yields and Fertilizer Treatments 1965-2024 ,R/PG/5,PGYields19652024,2026,13
"10.23637/rpg5-plotphotos-01",Park Grass Plot Photos,R/PG/5,plotphotos,2022,29
"10.23637/rpg5-plotphotos-01",Park Grass Plot Photos,R/PG/5,plotphotos,2023,4
"10.23637/rpg5-plotphotos-01",Park Grass Plot Photos,R/PG/5,plotphotos,2024,7
"10.23637/rpg5-plotphotos-01",Park Grass Plot Photos,R/PG/5,plotphotos,2025,7
"10.23637/rpg5-plotphotos-01",Park Grass Plot Photos,R/PG/5,plotphotos,2026,3
"10.23637/rpg5-species_1991-2000-01","Park Grass Species, Fertilizer and Lime Treatments 1991-2000",R/PG/5,OAPGspecies9100,2022,8
"10.23637/rpg5-species_1991-2000-01","Park Grass Species, Fertilizer and Lime Treatments 1991-2000",R/PG/5,OAPGspecies9100,2023,7
"10.23637/rpg5-species_1991-2000-01","Park Grass Species, Fertilizer and Lime Treatments 1991-2000",R/PG/5,OAPGspecies9100,2024,12
"10.23637/rpg5-species_1991-2000-01","Park Grass Species, Fertilizer and Lime Treatments 1991-2000",R/PG/5,OAPGspecies9100,2025,10
"10.23637/rpg5-species_1991-2000-01","Park Grass Species, Fertilizer and Lime Treatments 1991-2000",R/PG/5,OAPGspecies9100,2026,10
"10.23637/rpg5-species_2010-2012-01","Park Grass Species, Fertilizer and Lime Treatments 2010-2012",R/PG/5,OAPGspecies0012,2023,5
"10.23637/rpg5-species_2010-2012-01","Park Grass Species, Fertilizer and Lime Treatments 2010-2012",R/PG/5,OAPGspecies0012,2024,10
"10.23637/rpg5-species_2010-2012-01","Park Grass Species, Fertilizer and Lime Treatments 2010-2012",R/PG/5,OAPGspecies0012,2025,23
"10.23637/rpg5-species_2010-2012-01","Park Grass Species, Fertilizer and Lime Treatments 2010-2012",R/PG/5,OAPGspecies0012,2026,10
"10.23637/rpg5-transects-01",Park Grass 1993 soil transects across adjacent pairs of sub-plots with contrasting treatments ,R/PG/5,transects,2025,3
"10.23637/rpg5-transects-01",Park Grass 1993 soil transects across adjacent pairs of sub-plots with contrasting treatments ,R/PG/5,transects,2026,4
"10.23637/rpg5-yields1903-1964-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1903-1964 ",R/PG/5,OAyieldsperiod2,2022,1
"10.23637/rpg5-yields1903-1964-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1903-1964 ",R/PG/5,OAyieldsperiod2,2023,6
"10.23637/rpg5-yields1903-1964-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1903-1964 ",R/PG/5,OAyieldsperiod2,2024,12
"10.23637/rpg5-yields1903-1964-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1903-1964 ",R/PG/5,OAyieldsperiod2,2025,5
"10.23637/rpg5-yields1903-1964-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1903-1964 ",R/PG/5,OAyieldsperiod2,2026,3
"10.23637/rpg5-yields1965-2018-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1965-2018 ",R/PG/5,OAyieldsperiod3,2021,6
"10.23637/rpg5-yields1965-2018-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1965-2018 ",R/PG/5,OAyieldsperiod3,2022,11
"10.23637/rpg5-yields1965-2018-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1965-2018 ",R/PG/5,OAyieldsperiod3,2023,16
"10.23637/rpg5-yields1965-2018-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1965-2018 ",R/PG/5,OAyieldsperiod3,2024,13
"10.23637/rpg5-yields1965-2018-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1965-2018 ",R/PG/5,OAyieldsperiod3,2025,16
"10.23637/rpg5-yields1965-2018-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1965-2018 ",R/PG/5,OAyieldsperiod3,2026,5
"10.23637/rpg5-yields6523-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1965-2023 ",R/PG/5,PGYields19652023,2025,11
"10.23637/rpg5-yields6523-01","Park Grass Hay Yields, Fertilizer and Lime Treatments 1965-2023 ",R/PG/5,PGYields19652023,2026,6
"10.23637/rrn1-HLAcrop4923-01",Highfield Ley-arable Experiment cropping sequence 1949-2023 ,R/RN/1,HLACROP,2023,3
"10.23637/rrn1-HLAcrop4923-01",Highfield Ley-arable Experiment cropping sequence 1949-2023 ,R/RN/1,HLACROP,2024,2
"10.23637/rrn1-HLAcrop4923-01",Highfield Ley-arable Experiment cropping sequence 1949-2023 ,R/RN/1,HLACROP,2025,12
"10.23637/rrn1-HLAcrop4923-01",Highfield Ley-arable Experiment cropping sequence 1949-2023 ,R/RN/1,HLACROP,2026,16
"10.23637/rrn1-HLAsoc4814-01",Highfield Ley-arable experiment soil chemical properties 1948-2014 ,R/RN/1,SOC4814,2023,2
"10.23637/rrn1-HLAsoc4814-01",Highfield Ley-arable experiment soil chemical properties 1948-2014 ,R/RN/1,SOC4814,2024,4
"10.23637/rrn1-HLAsoc4814-01",Highfield Ley-arable experiment soil chemical properties 1948-2014 ,R/RN/1,SOC4814,2025,16
"10.23637/rrn1-HLAsoc4814-01",Highfield Ley-arable experiment soil chemical properties 1948-2014 ,R/RN/1,SOC4814,2026,5
"10.23637/rrn2-FLAcrop4923-01",Fosters Ley-arable Experiment cropping sequence 1949-2023 ,R/RN/2,FLACROP,2023,1
"10.23637/rrn2-FLAcrop4923-01",Fosters Ley-arable Experiment cropping sequence 1949-2023 ,R/RN/2,FLACROP,2024,2
"10.23637/rrn2-FLAcrop4923-01",Fosters Ley-arable Experiment cropping sequence 1949-2023 ,R/RN/2,FLACROP,2025,8
"10.23637/rrn2-FLAcrop4923-01",Fosters Ley-arable Experiment cropping sequence 1949-2023 ,R/RN/2,FLACROP,2026,4
"10.23637/rrn2-FLAsoc5014-01",Fosters Ley-arable experiment soil chemical properties 1948-2014 ,R/RN/2,SOC5014,2023,3
"10.23637/rrn2-FLAsoc5014-01",Fosters Ley-arable experiment soil chemical properties 1948-2014 ,R/RN/2,SOC5014,2024,3
"10.23637/rrn2-FLAsoc5014-01",Fosters Ley-arable experiment soil chemical properties 1948-2014 ,R/RN/2,SOC5014,2025,13
"10.23637/rrn2-FLAsoc5014-01",Fosters Ley-arable experiment soil chemical properties 1948-2014 ,R/RN/2,SOC5014,2026,8
"10.23637/rrn2-OARFLAsoc-1",Rothamsted Ley Arable Soil Organic Carbon 1948-2008; Fosters ,R/RN/2,FSOC4808,2021,13
"10.23637/rrn2-OARFLAsoc-1",Rothamsted Ley Arable Soil Organic Carbon 1948-2008; Fosters ,R/RN/2,FSOC4808,2022,14
"10.23637/rrn2-OARFLAsoc-1",Rothamsted Ley Arable Soil Organic Carbon 1948-2008; Fosters ,R/RN/2,FSOC4808,2023,14
"10.23637/rrn2-OARFLAsoc-1",Rothamsted Ley Arable Soil Organic Carbon 1948-2008; Fosters ,R/RN/2,FSOC4808,2024,4
"10.23637/rrn2-OARFLAsoc-1",Rothamsted Ley Arable Soil Organic Carbon 1948-2008; Fosters ,R/RN/2,FSOC4808,2025,8
"10.23637/rrn2-OARFLAsoc-1",Rothamsted Ley Arable Soil Organic Carbon 1948-2008; Fosters ,R/RN/2,FSOC4808,2026,7
"10.23637/rrs1-SOILCN-2","Highfield Bare Fallow soil chemical properties, 1959-2023 ",R/RS/1,SOILCN5914,2025,13
"10.23637/rrs1-SOILCN-2","Highfield Bare Fallow soil chemical properties, 1959-2023 ",R/RS/1,SOILCN5914,2026,4
"10.23637/rrs1-SOILCN1959-2014-01","Highfield Bare Fallow soil chemical properties, 1959-2014 ",R/RS/1,SOILCN5914,2022,11
"10.23637/rrs1-SOILCN1959-2014-01","Highfield Bare Fallow soil chemical properties, 1959-2014 ",R/RS/1,SOILCN5914,2023,11
"10.23637/rrs1-SOILCN1959-2014-01","Highfield Bare Fallow soil chemical properties, 1959-2014 ",R/RS/1,SOILCN5914,2024,10
"10.23637/rrs1-SOILCN1959-2014-01","Highfield Bare Fallow soil chemical properties, 1959-2014 ",R/RS/1,SOILCN5914,2025,8
"10.23637/rrs1-SOILCN1959-2014-01","Highfield Bare Fallow soil chemical properties, 1959-2014 ",R/RS/1,SOILCN5914,2026,1
"10.23637/rrs9-SOIL2010-01",Acid Strip soil pH and phosphorus concentration 2010,R/RS/9,SOIL2010,2023,5
"10.23637/rrs9-SOIL2010-01",Acid Strip soil pH and phosphorus concentration 2010,R/RS/9,SOIL2010,2024,8
"10.23637/rrs9-SOIL2010-01",Acid Strip soil pH and phosphorus concentration 2010,R/RS/9,SOIL2010,2025,6
"10.23637/rrs9-SOIL2010-01",Acid Strip soil pH and phosphorus concentration 2010,R/RS/9,SOIL2010,2026,5
"10.23637/Sax-1928223556-01",Saxmundham monthly meteorological summaries 1966-1985,SMS,SaxMet1966,2023,3
"10.23637/Sax-1928223556-01",Saxmundham monthly meteorological summaries 1966-1985,SMS,SaxMet1966,2024,3
"10.23637/Sax-1928223556-01",Saxmundham monthly meteorological summaries 1966-1985,SMS,SaxMet1966,2025,1
"10.23637/Sax-1928223556-01",Saxmundham monthly meteorological summaries 1966-1985,SMS,SaxMet1966,2026,1
"10.23637/wcs10-soil-01",Woburn long-term liming experiment soil chemical properties 1962-1996 ,W/CS/10,WLTLSOIL,2023,1
"10.23637/wcs10-soil-02",Woburn long-term liming experiment soil chemical properties 1962-1996 ,W/CS/10,WLTLSOIL,2024,4
"10.23637/wcs10-soil-02",Woburn long-term liming experiment soil chemical properties 1962-1996 ,W/CS/10,WLTLSOIL,2025,5
"10.23637/wcs10-soil-02",Woburn long-term liming experiment soil chemical properties 1962-1996 ,W/CS/10,WLTLSOIL,2026,5
"10.23637/wcs10-wltlgrain-01",Woburn long-term liming experiment grain mineral composition ,W/CS/10,WLTLGRAIN,2021,1
"10.23637/wcs10-wltlgrain-01",Woburn long-term liming experiment grain mineral composition ,W/CS/10,WLTLGRAIN,2022,2
"10.23637/wcs10-wltlgrain-01",Woburn long-term liming experiment grain mineral composition ,W/CS/10,WLTLGRAIN,2025,5
"10.23637/wcs10-wltlgrain-01",Woburn long-term liming experiment grain mineral composition ,W/CS/10,WLTLGRAIN,2026,2
"10.23637/wcs10-wltlyields-01",Woburn long-term liming experiment crop yields 1962-1996 ,W/CS/10,WLTLYIELDS,2022,4
"10.23637/wcs10-wltlyields-01",Woburn long-term liming experiment crop yields 1962-1996 ,W/CS/10,WLTLYIELDS,2023,1
"10.23637/wcs10-wltlyields-01",Woburn long-term liming experiment crop yields 1962-1996 ,W/CS/10,WLTLYIELDS,2024,1
"10.23637/wcs10-wltlyields-01",Woburn long-term liming experiment crop yields 1962-1996 ,W/CS/10,WLTLYIELDS,2025,6
"10.23637/wcs10-wltlyields-01",Woburn long-term liming experiment crop yields 1962-1996 ,W/CS/10,WLTLYIELDS,2026,2
"10.23637/wrn12-FYM-1",Woburn Organic Manuring Experiment organic manure chemical composition 1965-2019 ,W/RN/12,WOMFYM,2024,1
"10.23637/wrn12-FYM-1",Woburn Organic Manuring Experiment organic manure chemical composition 1965-2019 ,W/RN/12,WOMFYM,2025,12
"10.23637/wrn12-FYM-1",Woburn Organic Manuring Experiment organic manure chemical composition 1965-2019 ,W/RN/12,WOMFYM,2026,3
"10.23637/wrn20-sed-01",Woburn Erosion Reference Experiment soil erosion and surface runoff data ,W/RN/20,RN20SED,2024,6
"10.23637/wrn20-sed-01",Woburn Erosion Reference Experiment soil erosion and surface runoff data ,W/RN/20,RN20SED,2025,12
"10.23637/wrn20-sed-01",Woburn Erosion Reference Experiment soil erosion and surface runoff data ,W/RN/20,RN20SED,2026,10
"10.23637/wrn20-soil-01",Woburn Erosion Reference Experiment plot soil total C and N ,W/RN/20,RN20SOIL,2024,3
"10.23637/wrn20-soil-01",Woburn Erosion Reference Experiment plot soil total C and N ,W/RN/20,RN20SOIL,2025,4
"10.23637/wrn20-soil-01",Woburn Erosion Reference Experiment plot soil total C and N ,W/RN/20,RN20SOIL,2026,4
"10.23637/wrn20-yield-01",Woburn Erosion Reference Experiment crop yields. ,W/RN/20,RN20YLD,2024,7
"10.23637/wrn20-yield-01",Woburn Erosion Reference Experiment crop yields. ,W/RN/20,RN20YLD,2025,7
"10.23637/wrn20-yield-01",Woburn Erosion Reference Experiment crop yields. ,W/RN/20,RN20YLD,2026,3
"10.23637/wrn3-cropping1938-2020-02",Woburn Ley-arable experiment cropping sequence 1938-2020 ,W/RN/3,CROP,2022,1
"10.23637/wrn3-cropping1938-2020-02",Woburn Ley-arable experiment cropping sequence 1938-2020 ,W/RN/3,CROP,2023,9
"10.23637/wrn3-cropping1938-2020-02",Woburn Ley-arable experiment cropping sequence 1938-2020 ,W/RN/3,CROP,2024,4
"10.23637/wrn3-cropping1938-2020-02",Woburn Ley-arable experiment cropping sequence 1938-2020 ,W/RN/3,CROP,2025,6
"10.23637/wrn3-soc3809-01","Woburn Ley-arable experiment soil organic carbon, 1938-2009",W/RN/3,SOC3809,2022,1
"10.23637/wrn3-soc3809-01","Woburn Ley-arable experiment soil organic carbon, 1938-2009",W/RN/3,SOC3809,2023,17
"10.23637/wrn3-soc3809-01","Woburn Ley-arable experiment soil organic carbon, 1938-2009",W/RN/3,SOC3809,2024,4
"10.23637/wrn3-soc3809-01","Woburn Ley-arable experiment soil organic carbon, 1938-2009",W/RN/3,SOC3809,2025,15
"10.23637/wrn3-soc3809-01","Woburn Ley-arable experiment soil organic carbon, 1938-2009",W/RN/3,SOC3809,2026,5
"10.23637/wrn3-wheat7618-01","Woburn Ley-arable experiment: yields of wheat as first test crop, 1976-2018",W/RN/3,WH7618,2022,19
"10.23637/wrn3-wheat7618-01","Woburn Ley-arable experiment: yields of wheat as first test crop, 1976-2018",W/RN/3,WH7618,2023,9
"10.23637/wrn3-wheat7618-01","Woburn Ley-arable experiment: yields of wheat as first test crop, 1976-2018",W/RN/3,WH7618,2024,6
"10.23637/wrn3-wheat7618-01","Woburn Ley-arable experiment: yields of wheat as first test crop, 1976-2018",W/RN/3,WH7618,2025,14
"10.23637/wrn3-wheat7618-01","Woburn Ley-arable experiment: yields of wheat as first test crop, 1976-2018",W/RN/3,WH7618,2026,5
"10.23637/wsc10-wltlcation-01",Woburn long-term liming experiment exchangeable cations re-analysed ,W/CS/10,WLTLCATION,2025,2
"10.23637/wsc10-wltlcation-01",Woburn long-term liming experiment exchangeable cations re-analysed ,W/CS/10,WLTLCATION,2026,2
"10.23637/wxb6-soil7632-01",Woburn Continuous Barley Experiment soil data 1876-1932 ,W/XB/6,BSOIL7632,2022,1
"10.23637/wxb6-soil7632-01",Woburn Continuous Barley Experiment soil data 1876-1932 ,W/XB/6,BSOIL7632,2023,8
"10.23637/wxb6-soil7632-01",Woburn Continuous Barley Experiment soil data 1876-1932 ,W/XB/6,BSOIL7632,2024,5
"10.23637/wxb6-soil7632-01",Woburn Continuous Barley Experiment soil data 1876-1932 ,W/XB/6,BSOIL7632,2025,8
"10.23637/wxb6-soil7632-01",Woburn Continuous Barley Experiment soil data 1876-1932 ,W/XB/6,BSOIL7632,2026,2
"10.23637/wxb6-yield2742-01",Woburn Continuous Barley Experiment yields 1927-1942,W/XB/6,BYIELD2742,2023,2
"10.23637/wxb6-yield2742-01",Woburn Continuous Barley Experiment yields 1927-1942,W/XB/6,BYIELD2742,2024,1
"10.23637/wxb6-yield2742-01",Woburn Continuous Barley Experiment yields 1927-1942,W/XB/6,BYIELD2742,2025,6
"10.23637/wxb6-yield2742-01",Woburn Continuous Barley Experiment yields 1927-1942,W/XB/6,BYIELD2742,2026,1
"10.23637/wxb6-yield4366-01",Woburn Continuous Barley Experiment yields 1943-1966,W/XB/6,BYIELD4366,2023,2
"10.23637/wxb6-yield4366-01",Woburn Continuous Barley Experiment yields 1943-1966,W/XB/6,BYIELD4366,2024,3
"10.23637/wxb6-yield4366-01",Woburn Continuous Barley Experiment yields 1943-1966,W/XB/6,BYIELD4366,2025,6
"10.23637/wxb6-yield4366-01",Woburn Continuous Barley Experiment yields 1943-1966,W/XB/6,BYIELD4366,2026,1
"10.23637/wxb6-yield7726-01",Woburn Continuous Barley Experiment yields 1877-1926,W/XB/6,BYIELD7726,2022,1
"10.23637/wxb6-yield7726-01",Woburn Continuous Barley Experiment yields 1877-1926,W/XB/6,BYIELD7726,2023,4
"10.23637/wxb6-yield7726-01",Woburn Continuous Barley Experiment yields 1877-1926,W/XB/6,BYIELD7726,2024,1
"10.23637/wxb6-yield7726-01",Woburn Continuous Barley Experiment yields 1877-1926,W/XB/6,BYIELD7726,2025,7
