"DOI","title","code","short","dldate","country","institution","IP"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-03-05",US,UIUC (university),"130.126.255.225"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-04-03",GB,"","31.111.35.183"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-04-12",CN, Agro-Environmental Protection Institute,"60.30.199.26"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-04-19",GB,"","193.176.211.29"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-04-28",DE,"Seqana, Industry","104.151.101.104"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-05-01",GB,The Open University,"92.27.18.74"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-05-17",NL,Netherlands Institute of Ecology,"31.21.222.211"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-05-17",GB,Rothamsted Research,"149.155.21.71"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-06-02",GB,"","90.66.46.157"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-06-06",JP,Hokkaido University,"133.50.190.62"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-06-21",BE,CRA-W (Agricultural research Institute),"109.89.11.129"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-06-29",CN,Central South University of Forestry and Technology,"210.43.47.18"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-07-04",GB,"","223.200.89.193"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-07-26",BR,particluar,"187.38.60.2"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-07-27",GB,UKCEH,"192.171.130.248"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-08-03",US,"Anew Climate, LLC (Industy","98.5.44.235"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-08-24",DK,Agreena Aps,"80.136.93.46"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-08-28",GB,"","80.136.93.46"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-08-28",GB,"","217.74.210.138"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-09-03",US,Ohio State University,"173.88.87.220"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-09-10",US,Microsoft,"49.36.19.240"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-09-15",GB,"","31.94.20.28"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-10-04",GB,"","165.93.124.164"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-10-31",GB,Indigro Ltd,"217.43.10.93"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-11-17",DE,Klim (Industry),"185.134.138.112"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-11-22",JP,Hokkaido University,"133.50.190.233"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-11-22",GB,RRes,"149.155.20.94"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-11-28",US,"Colorado State University, Academic","129.82.95.94"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-12-03",NL,LBI,"80.114.33.141"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2023-12-17",ZA,Academic,"196.210.30.238"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-02-04",GB,University of Plymouth,"82.47.170.9"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-02-14",GB,Imperial College London (Academic),"90.221.224.9"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-02-16",DE,Klim,"185.134.138.112"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-02-19",GB,"","137.222.229.3"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-02-25",CN,China agriculture university,"1.202.187.174"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-03-08",SE,School,"130.235.155.205"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-03-10",JP,Tokyo university of agriculture,"60.114.33.250"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-04-05",CN,China Agricultural University,"45.130.179.179"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-04-05",CN,China Agricultural University,"45.130.179.179"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-04-12",US,"Indigo Ag, Inc.","104.30.133.216"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-04-15",GB,"","217.74.210.138"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-04-16",AU,"The University of Queensland, School of Agriculture and Food Sustainability","130.102.10.143"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-04-17",NL,WUR,"137.224.252.11"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-04-22",GB,"","141.163.105.79"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-04-26",FR,school,"86.69.213.72"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-05-06",GB,"","185.128.9.154"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-05-07",GB,"","157.254.20.94"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-05-09",GB,"","112.10.248.196"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-05-09",GB,"","112.10.248.196"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-07-09",GB,Oxford University,"192.76.8.64"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-07-27",CN,CAU,"1.202.187.176"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-08-02",DE,Xarvio,"137.83.227.250"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-08-09",DE,Karlsruhe Institute of Technology,"141.52.248.1"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-08-16",DE,Xarvio,"137.83.227.254"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-09-25",FR,"","91.167.161.66"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-09-26",GB,"","222.205.46.26"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-10-03",BE,ILVO (Research Institute),"81.165.246.113"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-10-07",GB,"","157.193.240.213"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-10-15",GB,RRes,"149.155.21.73"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-10-15",GB,RRes,"149.155.21.73"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-10-15",IT,Horta Srl Other,"5.89.48.143"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-10-16",GB,Rothamsted research,"149.155.21.102"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-11-25",GB,"","82.19.244.165"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-12-08",IN,"Anand agricultural University, AAU, Anand, Gujarat","152.58.63.163"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2024-12-23",GB,CSIRO - Australian Reseach organisation,"140.79.69.252"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-15",NL,Wageningen Research,"137.224.252.12"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-20",GB,Academic,"5.151.212.45"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-20",GB,Agricarbon,"86.131.32.190"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-23",GB,Rothamsted Research,"10.30.0.9"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-23",GB,Rothamsted research,"149.155.21.102"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-27",GB,"","192.76.8.86"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-27",GB,"","192.76.8.86"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-27",GB,"","192.76.8.86"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-27",GB,Rothamsted research,"92.14.12.101"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-01-31",GB,University of Oxford,"192.76.8.77"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-02-11",GB,"","149.155.21.246"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-02-13",GB,"","128.178.60.172"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-02-17",GB,Rothamsted Research,"90.240.96.28"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-02-24",GB,"","128.178.60.71"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-02-27",AU,University of Tasmania,"131.217.255.240"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-03-03",GB,Cirevo,"212.230.15.199"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-04-16",CH,EPFL (Academic),"128.178.60.172"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-04-22",GB,queen mary university of london,"138.37.255.106"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-04-23",AU,CSIRO,"140.253.230.246"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-04-23",AU,CSIRO,"140.253.230.246"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-04-29",AU,CSIRO,"144.110.10.19"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-05-18",GB,University of Stirling,"139.153.215.207"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-05-23",GB,"","149.155.21.246"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-06-06",CN,Northwest A&F University,"51.195.241.234"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-06-11",GB,Rothamsted Research,"149.155.20.94"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-06-23",US,"Natural Resource Ecology Lab, Colorado State University","129.82.105.41"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-06-26",GB,"","90.51.127.217"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-06-27",IN,Chirec International School,"103.125.163.109"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-08-11",GB,"","220.240.149.126"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-09-17",AU,CSIRO RESEARCH,"144.110.10.32"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-09-30",GB,"Rothamsted Research, Academic","149.155.19.228"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-10-07",AR,Academic,"200.49.237.248"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-10-10",US,Colorado State University,"129.82.95.74"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-10-16",GB,"","141.154.111.74"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-10-23",IT,university brescia,"192.167.31.2"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-11-06",CN,Shenzhen MSU-BIT University,"103.167.234.168"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-11-12",NL,NMI-agro ,"46.102.226.203"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-11-20",SE,SLU,"130.238.123.6"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-11-20",US,terra informatics,"67.166.115.219"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-11-20",US,terra informatics,"67.166.115.219"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-11-24",NO,nmbu,"84.38.147.65"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-11-24",NO,nmbu,"84.38.147.65"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-11-28",GB,Met Office,"136.228.224.30"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-12-05",GB,Met Office,"185.251.11.188"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-12-14",CN,NWSF,"111.18.152.46"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-12-22",DE,Klim,"80.3.29.45"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2025-12-22",DE,Klim,"80.3.29.45"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2026-01-04",DE,Leibniz Institute for Agricultural Engineering and Bioeconomy (ATB),"176.0.199.247"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2026-01-04",TR,"","104.28.212.150"
"10.23637/KeyRefOABKsoc-02",Broadbalk soil organic carbon content 1843-2015 ,R/BK/1,BKSOC1843,"2026-01-23",CN,Northwest A&F University,"154.40.46.51"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2021-10-26",,,"78.149.120.33"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2022-02-25",,,"90.221.219.4"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2022-03-21",,,"140.120.190.8"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2022-06-12",,,"197.156.118.249"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2022-06-28",,,"88.104.111.136"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2023-05-01",GB,The Open University,"92.27.18.74"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2023-06-01",GB,Academic,"149.155.10.114"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2023-06-25",US,"Cal Poly, San Luis Obispo","76.16.211.134"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2023-06-25",US,"Cal Poly, San Luis Obispo","76.16.211.134"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2023-11-22",GB,RRes,"149.155.20.94"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2024-06-17",GB,UPC,"129.20.70.21"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2024-07-17",GB,"","148.252.20.137"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2025-01-27",GB,CAB International,"80.41.175.167"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2025-01-31",GB,University of Oxford,"192.76.8.77"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2025-03-19",GB,Rothamsted Research,"10.30.0.123"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2025-04-19",GB,"","2.100.98.11"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2025-07-24",GB,"","80.45.217.120"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2025-09-13",GB,Sawie,"194.80.134.138"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2025-11-05",GB,The University of Warwick,"109.175.226.162"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2025-12-14",CN,NWSF,"111.18.152.46"
"10.23637/rbk1-bfr-01",Broadbalk Wheat brown foot rot (Fusarium spp.) 1992-2009,R/BK/1,BKBFR,"2026-01-04",TR,"","104.28.212.150"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2021-08-29",,,"1.173.124.196"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2021-09-20",,,"143.215.178.240"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2021-09-20",,,"143.215.178.240"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2021-09-20",,,"143.215.178.240"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2021-10-11",,,"97.93.129.17"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2021-11-10",,,"10.30.0.82"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-02-25",,,"90.221.219.4"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-03-23",,,"217.43.200.162"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-03-23",,,"217.43.200.162"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-04-07",,,"201.69.125.54"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-04-25",,,"142.185.244.126"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-05-26",,,"109.249.187.91"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-05-26",,,"109.249.187.91"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-06-16",,,"172.27.57.108"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-07-05",,,"149.155.30.87"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-07-07",,,"149.155.30.87"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-07-11",,,"149.155.19.202"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-07-11",,,"149.155.14.68"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-08-05",,,"149.155.30.87"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-08-11",,,"149.155.11.104"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-10-31",,,"129.11.87.100"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2022-12-02",,,"129.11.87.100"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2023-01-01",,,"86.177.125.11"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2023-01-01",,,"86.177.125.11"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2023-01-16",,,"92.233.215.67"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2023-01-18",,,"149.155.21.19"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2023-01-18",,,"149.155.2.244"
"10.23637/rbk1-1796346264-1",Broadbalk Wheat annual grain and straw yields 1852-1925 ,R/BK/1,YIELD852925,"2023-04-03",GB,"","5.160.191.146"
